id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
0,A_SUBMITTED,2023-10-26 08:17:45.483272,2023-10-26 08:17:45.483272,2023-10-26 09:23:22.358657,Role 1,Sara,1,1,12,1,"[0.5, 0.0]",0.5,0,[],{'AMOUNT': 38535},{'bank_branch': 'Eindhoven'}
1,A_SUBMITTED,2023-10-26 08:22:01.479923,2023-10-26 08:22:01.479923,2023-10-26 09:33:41.108765,Role 1,Mike,2,2,13,2,"[1.0, 0.0]",1.0,0,[],{'AMOUNT': 761},{'bank_branch': 'Eindhoven'}
0,A_PARTLYSUBMITTED,2023-10-26 09:23:22.358657,2023-10-26 09:23:22.358657,2023-10-26 10:17:03.586723,Role 2,Ellen,12,12,20,1,"[1.0, 0.5]",0.5,0,['A_SUBMITTED'],{'AMOUNT': 38535},{'bank_branch': 'Eindhoven'}
1,A_PARTLYSUBMITTED,2023-10-26 09:33:41.108765,2023-10-26 09:33:41.108765,2023-10-26 10:29:12.736507,Role 2,Sue,13,13,20,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 761},{'bank_branch': 'Eindhoven'}
3,A_SUBMITTED,2023-10-26 08:26:42.360086,2023-10-26 09:33:41.108765,2023-10-26 10:37:27.354046,Role 1,Mike,4,13,20,2,"[1.0, 1.0]",1.0,1,[],{'AMOUNT': 26955},{'bank_branch': 'Eindhoven'}
2,A_SUBMITTED,2023-10-26 08:25:09.389103,2023-10-26 09:23:22.358657,2023-10-26 11:09:48.820018,Role 1,Sara,3,12,20,2,"[1.0, 0.5]",1.0,0,[],{'AMOUNT': 76208},{'bank_branch': 'Eindhoven'}
1,A_DECLINED,2023-10-26 10:29:12.736507,2023-10-26 10:29:12.736507,2023-10-26 11:40:42.137499,Role 2,Ellen,20,20,20,1,"[1.0, 0.5]",0.5,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 761},{'bank_branch': 'Eindhoven'}
4,A_SUBMITTED,2023-10-26 08:29:08.710178,2023-10-26 10:37:27.354046,2023-10-26 11:53:30.359137,Role 1,Mike,5,20,19,2,"[1.0, 1.0]",1.0,2,[],{'AMOUNT': 87589},{'bank_branch': 'Eindhoven'}
3,A_PARTLYSUBMITTED,2023-10-26 10:37:27.354046,2023-10-26 10:37:27.354046,2023-10-26 11:57:07.945988,Role 2,Sue,20,20,19,1,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 26955},{'bank_branch': 'Eindhoven'}
5,A_SUBMITTED,2023-10-26 08:32:56.021158,2023-10-26 11:09:48.820018,2023-10-26 12:32:12.960030,Role 1,Sara,6,20,19,2,"[1.0, 1.0]",1.0,3,[],{'AMOUNT': 75894},{'bank_branch': 'Eindhoven'}
2,A_PARTLYSUBMITTED,2023-10-26 11:09:48.820018,2023-10-26 11:40:42.137499,2023-10-26 12:48:09.079057,Role 2,Ellen,20,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 76208},{'bank_branch': 'Eindhoven'}
6,A_SUBMITTED,2023-10-26 08:41:23.876361,2023-10-26 11:53:30.359137,2023-10-26 13:13:37.081189,Role 1,Mike,7,19,19,2,"[1.0, 1.0]",1.0,4,[],{'AMOUNT': 17070},{'bank_branch': 'Eindhoven'}
5,A_PARTLYSUBMITTED,2023-10-26 12:32:12.960030,2023-10-26 12:48:09.079057,2023-10-26 13:26:47.028581,Role 2,Ellen,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 75894},{'bank_branch': 'Eindhoven'}
4,A_PARTLYSUBMITTED,2023-10-26 11:53:30.359137,2023-10-26 11:57:07.945988,2023-10-26 13:53:36.549408,Role 2,Sue,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 87589},{'bank_branch': 'Eindhoven'}
7,A_SUBMITTED,2023-10-26 08:43:27.745153,2023-10-26 12:32:12.960030,2023-10-26 14:16:02.310097,Role 1,Sara,8,19,19,2,"[1.0, 1.0]",1.0,5,[],{'AMOUNT': 86874},{'bank_branch': 'Eindhoven'}
6,A_PARTLYSUBMITTED,2023-10-26 13:13:37.081189,2023-10-26 13:26:47.028581,2023-10-26 14:30:54.142045,Role 2,Ellen,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 17070},{'bank_branch': 'Eindhoven'}
8,A_SUBMITTED,2023-10-26 08:45:12.561869,2023-10-26 13:13:37.081189,2023-10-26 14:57:23.845008,Role 1,Mike,9,19,19,2,"[1.0, 1.0]",1.0,6,[],{'AMOUNT': 43041},{'bank_branch': 'Eindhoven'}
9,A_SUBMITTED,2023-10-26 08:52:17.348805,2023-10-26 14:16:02.310097,2023-10-26 15:20:08.799418,Role 1,Sara,10,19,19,2,"[1.0, 1.0]",1.0,7,[],{'AMOUNT': 15150},{'bank_branch': 'Eindhoven'}
7,A_PARTLYSUBMITTED,2023-10-26 14:16:02.310097,2023-10-26 14:16:02.310097,2023-10-26 15:59:41.109540,Role 2,Sue,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 86874},{'bank_branch': 'Eindhoven'}
10,A_SUBMITTED,2023-10-26 09:06:33.632687,2023-10-26 14:57:23.845008,2023-10-26 16:19:03.403881,Role 1,Mike,11,19,19,2,"[1.0, 1.0]",1.0,8,[],{'AMOUNT': 54785},{'bank_branch': 'Eindhoven'}
8,A_PARTLYSUBMITTED,2023-10-26 14:57:23.845008,2023-10-26 14:57:23.845008,2023-10-26 16:29:27.091253,Role 2,Ellen,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 43041},{'bank_branch': 'Eindhoven'}
9,A_PARTLYSUBMITTED,2023-10-26 15:20:08.799418,2023-10-26 15:59:41.109540,2023-10-26 16:45:14.548172,Role 2,Sue,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 15150},{'bank_branch': 'Eindhoven'}
10,A_PARTLYSUBMITTED,2023-10-26 16:19:03.403881,2023-10-26 16:29:27.091253,2023-10-26 17:08:33.170171,Role 2,Ellen,19,19,19,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 54785},{'bank_branch': 'Eindhoven'}
11,A_SUBMITTED,2023-10-26 09:17:31.401706,2023-10-26 15:20:08.799418,2023-10-26 17:11:11.016700,Role 1,Sara,12,19,19,2,"[1.0, 1.0]",1.0,9,[],{'AMOUNT': 56628},{'bank_branch': 'Eindhoven'}
8,A_DECLINED,2023-10-26 16:29:27.091253,2023-10-26 16:45:14.548172,2023-10-26 18:42:15.304252,Role 2,Sue,19,19,19,1,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 43041},{'bank_branch': 'Eindhoven'}
9,A_DECLINED,2023-10-26 16:45:14.548172,2023-10-26 17:08:33.170171,2023-10-26 18:50:26.038786,Role 2,Ellen,19,19,18,2,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 15150},{'bank_branch': 'Eindhoven'}
11,A_PARTLYSUBMITTED,2023-10-26 17:11:11.016700,2023-10-26 18:42:15.304252,2023-10-26 20:06:16.951169,Role 2,Sue,19,18,17,1,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 56628},{'bank_branch': 'Eindhoven'}
12,A_SUBMITTED,2023-10-26 09:25:40.248470,2023-10-27 08:00:00.403881,2023-10-27 09:30:23.719764,Role 1,Mike,13,19,17,2,"[1.0, 1.0]",1.0,9,[],{'AMOUNT': 16231},{'bank_branch': 'Eindhoven'}
13,A_SUBMITTED,2023-10-26 09:34:33.557876,2023-10-27 08:00:00.016700,2023-10-27 09:37:26.178092,Role 1,Sara,14,19,17,2,"[1.0, 1.0]",1.0,9,[],{'AMOUNT': 40440},{'bank_branch': 'Eindhoven'}
12,A_PARTLYSUBMITTED,2023-10-27 09:30:23.719764,2023-10-27 09:30:23.719764,2023-10-27 11:05:18.129058,Role 2,Ellen,17,17,17,1,"[1.0, 0.5]",0.5,0,['A_SUBMITTED'],{'AMOUNT': 16231},{'bank_branch': 'Utrecht'}
15,A_SUBMITTED,2023-10-26 10:01:20.693875,2023-10-27 09:37:26.178092,2023-10-27 11:05:47.510924,Role 1,Sara,16,17,17,2,"[1.0, 1.0]",1.0,11,[],{'AMOUNT': 94605},{'bank_branch': 'Eindhoven'}
14,A_SUBMITTED,2023-10-26 09:49:47.880466,2023-10-27 09:30:23.719764,2023-10-27 11:05:56.858491,Role 1,Mike,15,17,17,2,"[1.0, 0.5]",1.0,10,[],{'AMOUNT': 54720},{'bank_branch': 'Eindhoven'}
13,A_PARTLYSUBMITTED,2023-10-27 09:37:26.178092,2023-10-27 09:37:26.178092,2023-10-27 11:30:39.820307,Role 2,Sue,17,17,17,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 40440},{'bank_branch': 'Utrecht'}
