id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
0,A_SUBMITTED,2023-10-26 08:18:30.905572,2023-10-26 08:18:30.905572,2023-10-26 09:28:08.741502,Role 1,Sara,1,1,19,1,"[0.5, 0.0]",0.5,0,[],{'AMOUNT': 79982},{'bank_branch': 'Eindhoven'}
1,A_SUBMITTED,2023-10-26 08:19:19.793206,2023-10-26 08:19:19.793206,2023-10-26 09:50:03.106112,Role 1,Mike,2,2,20,2,"[1.0, 0.0]",1.0,0,[],{'AMOUNT': 28439},{'bank_branch': 'Eindhoven'}
0,A_PARTLYSUBMITTED,2023-10-26 09:28:08.741502,2023-10-26 09:28:08.741502,2023-10-26 10:34:23.843650,Role 2,Ellen,19,19,20,1,"[1.0, 0.5]",0.5,0,['A_SUBMITTED'],{'AMOUNT': 79982},{'bank_branch': 'Eindhoven'}
1,A_PARTLYSUBMITTED,2023-10-26 09:50:03.106112,2023-10-26 09:50:03.106112,2023-10-26 10:52:28.225974,Role 2,Sue,20,20,20,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 28439},{'bank_branch': 'Eindhoven'}
2,A_SUBMITTED,2023-10-26 08:21:58.905775,2023-10-26 09:28:08.741502,2023-10-26 10:54:02.408970,Role 1,Sara,3,19,20,2,"[1.0, 0.5]",1.0,0,[],{'AMOUNT': 45442},{'bank_branch': 'Eindhoven'}
3,A_SUBMITTED,2023-10-26 08:22:11.210698,2023-10-26 09:50:03.106112,2023-10-26 11:02:05.201313,Role 1,Mike,4,20,20,2,"[1.0, 1.0]",1.0,1,[],{'AMOUNT': 39024},{'bank_branch': 'Eindhoven'}
0,A_DECLINED,2023-10-26 10:34:23.843650,2023-10-26 10:34:23.843650,2023-10-26 11:46:24.391185,Role 2,Ellen,20,20,20,1,"[1.0, 1.0]",1.0,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 79982},{'bank_branch': 'Eindhoven'}
4,A_SUBMITTED,2023-10-26 08:23:09.025008,2023-10-26 10:54:02.408970,2023-10-26 12:39:06.289416,Role 1,Sara,5,20,19,2,"[1.0, 1.0]",1.0,2,[],{'AMOUNT': 98923},{'bank_branch': 'Eindhoven'}
1,A_DECLINED,2023-10-26 10:52:28.225974,2023-10-26 10:52:28.225974,2023-10-26 12:39:43.392478,Role 2,Sue,20,20,19,2,"[1.0, 1.0]",1.0,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 28439},{'bank_branch': 'Eindhoven'}
2,A_PARTLYSUBMITTED,2023-10-26 10:54:02.408970,2023-10-26 11:46:24.391185,2023-10-26 12:42:24.364333,Role 2,Ellen,20,19,18,1,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 45442},{'bank_branch': 'Eindhoven'}
5,A_SUBMITTED,2023-10-26 08:25:45.603793,2023-10-26 11:02:05.201313,2023-10-26 12:46:07.819062,Role 1,Mike,6,20,18,2,"[1.0, 1.0]",1.0,3,[],{'AMOUNT': 34365},{'bank_branch': 'Eindhoven'}
4,A_PARTLYSUBMITTED,2023-10-26 12:39:06.289416,2023-10-26 12:42:24.364333,2023-10-26 13:30:28.706957,Role 2,Ellen,19,18,18,2,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 98923},{'bank_branch': 'Eindhoven'}
3,A_PARTLYSUBMITTED,2023-10-26 11:02:05.201313,2023-10-26 12:39:43.392478,2023-10-26 14:16:33.245267,Role 2,Sue,20,18,18,2,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 39024},{'bank_branch': 'Eindhoven'}
6,A_SUBMITTED,2023-10-26 08:30:14.582738,2023-10-26 12:39:06.289416,2023-10-26 14:24:33.318089,Role 1,Sara,7,19,18,2,"[1.0, 1.0]",1.0,4,[],{'AMOUNT': 94592},{'bank_branch': 'Eindhoven'}
7,A_SUBMITTED,2023-10-26 08:33:45.788248,2023-10-26 12:46:07.819062,2023-10-26 14:33:53.989421,Role 1,Mike,8,18,18,2,"[1.0, 1.0]",1.0,5,[],{'AMOUNT': 47864},{'bank_branch': 'Eindhoven'}
5,A_PARTLYSUBMITTED,2023-10-26 12:46:07.819062,2023-10-26 13:30:28.706957,2023-10-26 14:51:14.807789,Role 2,Ellen,18,18,18,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 34365},{'bank_branch': 'Eindhoven'}
6,A_PARTLYSUBMITTED,2023-10-26 14:24:33.318089,2023-10-26 14:24:33.318089,2023-10-26 15:04:52.841436,Role 2,Sue,18,18,18,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 94592},{'bank_branch': 'Eindhoven'}
8,A_SUBMITTED,2023-10-26 08:42:52.802937,2023-10-26 14:24:33.318089,2023-10-26 15:28:13.007954,Role 1,Sara,9,18,18,2,"[1.0, 1.0]",1.0,6,[],{'AMOUNT': 37624},{'bank_branch': 'Eindhoven'}
9,A_SUBMITTED,2023-10-26 08:52:10.431166,2023-10-26 14:33:53.989421,2023-10-26 15:39:14.319161,Role 1,Mike,10,18,18,2,"[1.0, 1.0]",1.0,7,[],{'AMOUNT': 10351},{'bank_branch': 'Eindhoven'}
8,A_PARTLYSUBMITTED,2023-10-26 15:28:13.007954,2023-10-26 15:28:13.007954,2023-10-26 16:31:55.392051,Role 2,Sue,18,18,18,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 37624},{'bank_branch': 'Eindhoven'}
7,A_PARTLYSUBMITTED,2023-10-26 14:33:53.989421,2023-10-26 14:51:14.807789,2023-10-26 16:42:47.961956,Role 2,Ellen,18,18,18,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 47864},{'bank_branch': 'Eindhoven'}
11,A_SUBMITTED,2023-10-26 08:55:11.548367,2023-10-26 15:39:14.319161,2023-10-26 16:43:39.524239,Role 1,Mike,12,18,18,2,"[1.0, 1.0]",1.0,9,[],{'AMOUNT': 50073},{'bank_branch': 'Eindhoven'}
10,A_SUBMITTED,2023-10-26 08:52:48.699380,2023-10-26 15:28:13.007954,2023-10-26 17:16:51.987072,Role 1,Sara,11,18,18,2,"[1.0, 1.0]",1.0,8,[],{'AMOUNT': 76986},{'bank_branch': 'Eindhoven'}
9,A_PARTLYSUBMITTED,2023-10-26 15:39:14.319161,2023-10-26 16:31:55.392051,2023-10-26 18:09:06.955536,Role 2,Sue,18,18,18,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 10351},{'bank_branch': 'Eindhoven'}
7,A_DECLINED,2023-10-26 16:42:47.961956,2023-10-26 16:42:47.961956,2023-10-26 18:18:57.364587,Role 2,Ellen,18,18,18,1,"[1.0, 1.0]",1.0,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 47864},{'bank_branch': 'Eindhoven'}
10,A_PARTLYSUBMITTED,2023-10-26 17:16:51.987072,2023-10-26 18:18:57.364587,2023-10-26 19:02:21.447558,Role 2,Ellen,18,17,17,2,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 76986},{'bank_branch': 'Eindhoven'}
11,A_PARTLYSUBMITTED,2023-10-26 16:43:39.524239,2023-10-26 18:09:06.955536,2023-10-26 19:42:05.204302,Role 2,Sue,18,18,17,1,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 50073},{'bank_branch': 'Eindhoven'}
12,A_SUBMITTED,2023-10-26 09:03:32.725217,2023-10-27 08:00:00.524239,2023-10-27 09:30:46.959373,Role 1,Mike,13,18,17,2,"[1.0, 1.0]",1.0,10,[],{'AMOUNT': 32479},{'bank_branch': 'Eindhoven'}
13,A_SUBMITTED,2023-10-26 09:09:37.117765,2023-10-27 08:00:00.987072,2023-10-27 09:59:29.044875,Role 1,Sara,14,18,17,2,"[1.0, 1.0]",1.0,11,[],{'AMOUNT': 24207},{'bank_branch': 'Eindhoven'}
13,A_PARTLYSUBMITTED,2023-10-27 09:59:29.044875,2023-10-27 09:59:29.044875,2023-10-27 10:52:59.085306,Role 2,Sue,17,17,17,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 24207},{'bank_branch': 'Utrecht'}
14,A_SUBMITTED,2023-10-26 09:15:28.680066,2023-10-27 09:30:46.959373,2023-10-27 11:09:39.670796,Role 1,Mike,15,17,17,2,"[1.0, 0.5]",1.0,12,[],{'AMOUNT': 85913},{'bank_branch': 'Eindhoven'}
