id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
1,A_SUBMITTED,2023-10-26 08:15:55.383667,2023-10-26 08:15:55.383667,2023-10-26 09:19:40.874474,Role 1,Mike,2,2,10,2,"[1.0, 0.0]",1.0,0,[],{'AMOUNT': 6966},{'bank_branch': 'Eindhoven'}
0,A_SUBMITTED,2023-10-26 08:10:21.039178,2023-10-26 08:10:21.039178,2023-10-26 09:51:02.299644,Role 1,Sara,1,1,10,1,"[0.5, 0.0]",0.5,0,[],{'AMOUNT': 88734},{'bank_branch': 'Eindhoven'}
1,A_PARTLYSUBMITTED,2023-10-26 09:19:40.874474,2023-10-26 09:19:40.874474,2023-10-26 10:11:00.150521,Role 2,Ellen,10,10,10,1,"[1.0, 0.5]",0.5,0,['A_SUBMITTED'],{'AMOUNT': 6966},{'bank_branch': 'Eindhoven'}
2,A_SUBMITTED,2023-10-26 08:17:18.497264,2023-10-26 09:19:40.874474,2023-10-26 10:20:06.113391,Role 1,Mike,3,10,10,2,"[1.0, 0.5]",1.0,0,[],{'AMOUNT': 26668},{'bank_branch': 'Eindhoven'}
0,A_PARTLYSUBMITTED,2023-10-26 09:51:02.299644,2023-10-26 09:51:02.299644,2023-10-26 11:17:27.832342,Role 2,Sue,10,10,10,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 88734},{'bank_branch': 'Eindhoven'}
4,A_SUBMITTED,2023-10-26 08:26:49.385907,2023-10-26 10:20:06.113391,2023-10-26 11:20:52.850742,Role 1,Mike,5,10,10,2,"[1.0, 1.0]",1.0,2,[],{'AMOUNT': 7021},{'bank_branch': 'Eindhoven'}
3,A_SUBMITTED,2023-10-26 08:18:43.084810,2023-10-26 09:51:02.299644,2023-10-26 11:30:11.717514,Role 1,Sara,4,10,10,2,"[1.0, 1.0]",1.0,1,[],{'AMOUNT': 66330},{'bank_branch': 'Eindhoven'}
1,A_DECLINED,2023-10-26 10:11:00.150521,2023-10-26 10:11:00.150521,2023-10-26 11:59:19.667130,Role 2,Ellen,10,10,10,1,"[1.0, 1.0]",1.0,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 6966},{'bank_branch': 'Eindhoven'}
4,A_PARTLYSUBMITTED,2023-10-26 11:20:52.850742,2023-10-26 11:59:19.667130,2023-10-26 12:41:03.925421,Role 2,Ellen,10,9,9,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 7021},{'bank_branch': 'Eindhoven'}
2,A_PARTLYSUBMITTED,2023-10-26 10:20:06.113391,2023-10-26 11:17:27.832342,2023-10-26 12:44:16.977308,Role 2,Sue,10,10,9,1,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 26668},{'bank_branch': 'Eindhoven'}
5,A_SUBMITTED,2023-10-26 08:28:04.223707,2023-10-26 11:20:52.850742,2023-10-26 12:44:38.530836,Role 1,Mike,6,10,9,2,"[1.0, 1.0]",1.0,3,[],{'AMOUNT': 87487},{'bank_branch': 'Eindhoven'}
6,A_SUBMITTED,2023-10-26 08:32:55.732896,2023-10-26 11:30:11.717514,2023-10-26 13:03:46.295158,Role 1,Sara,7,10,9,2,"[1.0, 1.0]",1.0,4,[],{'AMOUNT': 58000},{'bank_branch': 'Eindhoven'}
3,A_PARTLYSUBMITTED,2023-10-26 11:30:11.717514,2023-10-26 12:41:03.925421,2023-10-26 13:52:34.310887,Role 2,Ellen,10,9,9,2,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 66330},{'bank_branch': 'Eindhoven'}
8,A_SUBMITTED,2023-10-26 08:46:05.117771,2023-10-26 13:03:46.295158,2023-10-26 14:31:51.971541,Role 1,Sara,9,9,9,2,"[1.0, 1.0]",1.0,6,[],{'AMOUNT': 56993},{'bank_branch': 'Eindhoven'}
5,A_PARTLYSUBMITTED,2023-10-26 12:44:38.530836,2023-10-26 12:44:38.530836,2023-10-26 14:32:34.207881,Role 2,Sue,9,9,9,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 87487},{'bank_branch': 'Eindhoven'}
7,A_SUBMITTED,2023-10-26 08:44:15.204068,2023-10-26 12:44:38.530836,2023-10-26 14:33:51.246449,Role 1,Mike,8,9,9,2,"[1.0, 1.0]",1.0,5,[],{'AMOUNT': 98693},{'bank_branch': 'Eindhoven'}
6,A_PARTLYSUBMITTED,2023-10-26 13:03:46.295158,2023-10-26 13:52:34.310887,2023-10-26 14:42:11.912919,Role 2,Ellen,9,9,9,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 58000},{'bank_branch': 'Eindhoven'}
0,A_PREACCEPTED,2023-10-26 11:17:27.832342,2023-10-26 14:33:51.246449,2023-10-26 14:59:27.289820,Role 1,Mike,10,9,9,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 88734},{'bank_branch': 'Eindhoven'}
8,A_PARTLYSUBMITTED,2023-10-26 14:31:51.971541,2023-10-26 14:32:34.207881,2023-10-26 15:31:38.326474,Role 2,Sue,9,9,9,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 56993},{'bank_branch': 'Eindhoven'}
4,A_PREACCEPTED,2023-10-26 12:41:03.925421,2023-10-26 14:59:27.289820,2023-10-26 15:36:51.890942,Role 1,Mike,9,9,9,1,"[1.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 7021},{'bank_branch': 'Eindhoven'}
9,A_SUBMITTED,2023-10-26 08:52:33.366549,2023-10-26 14:31:51.971541,2023-10-26 15:40:13.406350,Role 1,Sara,10,9,9,2,"[1.0, 1.0]",1.0,7,[],{'AMOUNT': 6715},{'bank_branch': 'Eindhoven'}
2,A_PREACCEPTED,2023-10-26 12:44:16.977308,2023-10-26 15:36:51.890942,2023-10-26 16:02:56.961343,Role 1,Mike,9,9,9,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 26668},{'bank_branch': 'Eindhoven'}
3,A_PREACCEPTED,2023-10-26 13:52:34.310887,2023-10-26 15:40:13.406350,2023-10-26 16:11:14.861275,Role 1,Sara,9,9,9,2,"[1.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 66330},{'bank_branch': 'Eindhoven'}
5,A_DECLINED,2023-10-26 14:32:34.207881,2023-10-26 14:42:11.912919,2023-10-26 16:20:04.785558,Role 2,Ellen,9,9,9,1,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 87487},{'bank_branch': 'Eindhoven'}
9,A_PARTLYSUBMITTED,2023-10-26 15:40:13.406350,2023-10-26 16:20:04.785558,2023-10-26 17:15:28.739819,Role 2,Ellen,9,8,8,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 6715},{'bank_branch': 'Eindhoven'}
7,A_PARTLYSUBMITTED,2023-10-26 14:33:51.246449,2023-10-26 15:31:38.326474,2023-10-26 17:26:14.192184,Role 2,Sue,9,9,8,1,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 98693},{'bank_branch': 'Eindhoven'}
9,A_DECLINED,2023-10-26 17:15:28.739819,2023-10-26 17:26:14.192184,2023-10-26 18:40:48.395849,Role 2,Sue,8,8,8,2,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 6715},{'bank_branch': 'Eindhoven'}
3,A_DECLINED,2023-10-26 16:11:14.861275,2023-10-26 17:15:28.739819,2023-10-26 18:46:48.455530,Role 2,Ellen,9,8,7,1,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 66330},{'bank_branch': 'Eindhoven'}
7,A_DECLINED,2023-10-26 17:26:14.192184,2023-10-26 18:40:48.395849,2023-10-26 20:32:16.877541,Role 2,Sue,8,7,6,2,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 98693},{'bank_branch': 'Eindhoven'}
0,A_ACCEPTED,2023-10-26 14:59:27.289820,2023-10-27 08:00:00.861275,,Role 1,Sara,9,9,-1,1,"[1.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 88734},{'bank_branch': 'Eindhoven'}
0,A_ACCEPTED,2023-10-26 14:59:27.289820,2023-10-27 08:00:00.861275,2023-10-27 08:23:08.861275,Role 1,Sara,9,9,5,1,"[1.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 88734},{'bank_branch': 'Eindhoven'}
6,A_PREACCEPTED,2023-10-26 14:42:11.912919,2023-10-27 08:00:00.961343,2023-10-27 08:32:15.944784,Role 1,Mike,9,9,5,2,"[1.0, 1.0]",1.0,3,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 58000},{'bank_branch': 'Eindhoven'}
4,A_ACCEPTED,2023-10-26 15:36:51.890942,2023-10-27 08:32:15.944784,,Role 1,Mike,9,5,-1,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 7021},{'bank_branch': 'Eindhoven'}
4,A_ACCEPTED,2023-10-26 15:36:51.890942,2023-10-27 08:32:15.944784,2023-10-27 08:53:39.944784,Role 1,Mike,9,5,5,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 7021},{'bank_branch': 'Eindhoven'}
2,A_ACCEPTED,2023-10-26 16:02:56.961343,2023-10-27 08:53:39.944784,,Role 1,Mike,9,5,-1,1,"[1.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 26668},{'bank_branch': 'Eindhoven'}
