id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
0,A_SUBMITTED,2023-10-25 16:18:12.779807,2023-10-25 16:18:12.779807,2023-10-25 17:39:13.266975,Role 1,Sara,1,1,10,1,"[0.5, 0.0]",0.5,0,[],{'AMOUNT': 4385},{'bank_branch': 'Eindhoven'}
1,A_SUBMITTED,2023-10-25 16:18:24.911202,2023-10-25 16:18:24.911202,2023-10-25 18:18:11.046121,Role 1,Mike,2,2,10,2,"[1.0, 0.0]",1.0,0,[],{'AMOUNT': 85031},{'bank_branch': 'Eindhoven'}
2,A_SUBMITTED,2023-10-25 16:23:27.505767,2023-10-25 17:39:13.266975,2023-10-25 18:45:25.541487,Role 1,Sara,3,10,10,2,"[1.0, 0.5]",1.0,0,[],{'AMOUNT': 13737},{'bank_branch': 'Eindhoven'}
0,A_PARTLYSUBMITTED,2023-10-25 17:39:13.266975,2023-10-25 17:39:13.266975,2023-10-25 19:10:36.646796,Role 2,Ellen,10,10,10,1,"[1.0, 0.5]",0.5,0,['A_SUBMITTED'],{'AMOUNT': 4385},{'bank_branch': 'Eindhoven'}
1,A_PARTLYSUBMITTED,2023-10-25 18:18:11.046121,2023-10-25 18:18:11.046121,2023-10-25 19:32:54.238274,Role 2,Sue,10,10,10,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 85031},{'bank_branch': 'Eindhoven'}
3,A_SUBMITTED,2023-10-25 16:31:37.817735,2023-10-25 18:18:11.046121,2023-10-25 19:57:12.821232,Role 1,Mike,4,10,10,2,"[1.0, 1.0]",1.0,1,[],{'AMOUNT': 991},{'bank_branch': 'Eindhoven'}
2,A_PARTLYSUBMITTED,2023-10-25 18:45:25.541487,2023-10-25 19:10:36.646796,2023-10-25 20:11:41.569894,Role 2,Ellen,10,10,10,2,"[1.0, 1.0]",1.0,0,['A_SUBMITTED'],{'AMOUNT': 13737},{'bank_branch': 'Eindhoven'}
4,A_SUBMITTED,2023-10-25 16:38:48.833114,2023-10-25 18:45:25.541487,2023-10-25 20:22:41.823394,Role 1,Sara,5,10,10,2,"[1.0, 1.0]",1.0,2,[],{'AMOUNT': 57904},{'bank_branch': 'Eindhoven'}
1,A_DECLINED,2023-10-25 19:32:54.238274,2023-10-25 20:11:41.569894,2023-10-25 21:14:09.421120,Role 2,Ellen,10,10,10,1,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 85031},{'bank_branch': 'Eindhoven'}
5,A_SUBMITTED,2023-10-25 16:43:13.818309,2023-10-25 19:57:12.821232,2023-10-25 21:24:21.003107,Role 1,Mike,6,10,9,2,"[1.0, 1.0]",1.0,3,[],{'AMOUNT': 90628},{'bank_branch': 'Eindhoven'}
0,A_PREACCEPTED,2023-10-25 19:10:36.646796,2023-10-25 19:32:54.238274,2023-10-25 21:31:20.071677,Role 2,Sue,10,10,9,1,"[1.0, 1.0]",1.0,1,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 4385},{'bank_branch': 'Eindhoven'}
6,A_SUBMITTED,2023-10-25 16:45:33.262903,2023-10-25 20:22:41.823394,2023-10-25 22:09:58.376833,Role 1,Sara,7,10,9,2,"[1.0, 1.0]",1.0,4,[],{'AMOUNT': 39211},{'bank_branch': 'Eindhoven'}
3,A_PARTLYSUBMITTED,2023-10-25 19:57:12.821232,2023-10-25 21:14:09.421120,2023-10-25 22:38:41.652371,Role 2,Ellen,10,9,9,1,"[1.0, 1.0]",1.0,1,['A_SUBMITTED'],{'AMOUNT': 991},{'bank_branch': 'Eindhoven'}
2,A_DECLINED,2023-10-25 20:11:41.569894,2023-10-25 21:31:20.071677,2023-10-25 22:51:12.016402,Role 2,Sue,10,9,9,1,"[1.0, 1.0]",1.0,2,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 13737},{'bank_branch': 'Eindhoven'}
7,A_SUBMITTED,2023-10-25 16:45:33.954411,2023-10-25 21:24:21.003107,2023-10-25 23:16:15.607407,Role 1,Mike,8,9,8,2,"[1.0, 1.0]",1.0,5,[],{'AMOUNT': 46942},{'bank_branch': 'Eindhoven'}
8,A_SUBMITTED,2023-10-25 16:52:33.734516,2023-10-25 22:09:58.376833,2023-10-25 23:19:31.340687,Role 1,Sara,9,9,8,2,"[1.0, 1.0]",1.0,6,[],{'AMOUNT': 80596},{'bank_branch': 'Eindhoven'}
4,A_PARTLYSUBMITTED,2023-10-25 20:22:41.823394,2023-10-25 22:38:41.652371,2023-10-26 00:15:49.398856,Role 2,Ellen,10,9,8,1,"[1.0, 1.0]",1.0,2,['A_SUBMITTED'],{'AMOUNT': 57904},{'bank_branch': 'Eindhoven'}
5,A_PARTLYSUBMITTED,2023-10-25 21:24:21.003107,2023-10-25 22:51:12.016402,2023-10-26 00:44:12.300519,Role 2,Sue,9,8,8,2,"[1.0, 1.0]",1.0,2,['A_SUBMITTED'],{'AMOUNT': 90628},{'bank_branch': 'Eindhoven'}
9,A_SUBMITTED,2023-10-25 16:55:18.018958,2023-10-26 00:00:00.607407,2023-10-26 01:44:15.153483,Role 1,Mike,10,8,8,2,"[1.0, 1.0]",1.0,7,[],{'AMOUNT': 55033},{'bank_branch': 'Eindhoven'}
0,A_DECLINED,2023-10-25 21:31:20.071677,2023-10-26 00:15:49.398856,2023-10-26 01:47:01.479724,Role 2,Ellen,9,8,8,1,"[0.5, 1.0]",1.0,3,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 4385},{'bank_branch': 'Eindhoven'}
6,A_PARTLYSUBMITTED,2023-10-25 22:09:58.376833,2023-10-26 00:44:12.300519,2023-10-26 02:27:41.383949,Role 2,Sue,9,8,7,1,"[0.5, 1.0]",1.0,3,['A_SUBMITTED'],{'AMOUNT': 39211},{'bank_branch': 'Eindhoven'}
3,A_PREACCEPTED,2023-10-25 22:38:41.652371,2023-10-26 01:47:01.479724,2023-10-26 03:03:22.792425,Role 2,Ellen,9,7,7,1,"[0.0, 1.0]",1.0,4,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 991},{'bank_branch': 'Eindhoven'}
7,A_PARTLYSUBMITTED,2023-10-25 23:16:15.607407,2023-10-26 02:27:41.383949,2023-10-26 04:21:09.625429,Role 2,Sue,8,7,7,1,"[0.0, 1.0]",1.0,3,['A_SUBMITTED'],{'AMOUNT': 46942},{'bank_branch': 'Eindhoven'}
8,A_PARTLYSUBMITTED,2023-10-25 23:19:31.340687,2023-10-26 03:03:22.792425,2023-10-26 04:22:29.328932,Role 2,Ellen,8,7,7,2,"[0.0, 1.0]",1.0,4,['A_SUBMITTED'],{'AMOUNT': 80596},{'bank_branch': 'Eindhoven'}
4,A_PREACCEPTED,2023-10-26 00:15:49.398856,2023-10-26 04:21:09.625429,2023-10-26 05:36:03.585877,Role 2,Sue,8,7,7,1,"[0.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 57904},{'bank_branch': 'Eindhoven'}
5,A_PREACCEPTED,2023-10-26 00:44:12.300519,2023-10-26 04:22:29.328932,2023-10-26 05:45:52.497270,Role 2,Ellen,8,7,7,2,"[0.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 90628},{'bank_branch': 'Eindhoven'}
6,A_DECLINED,2023-10-26 02:27:41.383949,2023-10-26 05:45:52.497270,2023-10-26 07:13:14.042002,Role 2,Ellen,7,7,7,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED']",{'AMOUNT': 39211},{'bank_branch': 'Eindhoven'}
5,A_ACCEPTED,2023-10-26 05:45:52.497270,2023-10-26 05:45:52.497270,2023-10-26 07:23:10.547214,Role 1,Mike,7,7,6,2,"[1.0, 1.0]",1.0,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 90628},{'bank_branch': 'Eindhoven'}
9,A_PARTLYSUBMITTED,2023-10-26 01:44:15.153483,2023-10-26 05:36:03.585877,2023-10-26 07:24:27.253985,Role 2,Sue,8,7,6,1,"[0.5, 1.0]",1.0,5,['A_SUBMITTED'],{'AMOUNT': 55033},{'bank_branch': 'Eindhoven'}
4,A_ACCEPTED,2023-10-26 05:36:03.585877,2023-10-26 05:36:03.585877,2023-10-26 07:32:51.350629,Role 1,Sara,7,7,6,1,"[0.5, 1.0]",0.5,0,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 57904},{'bank_branch': 'Eindhoven'}
3,A_DECLINED,2023-10-26 03:03:22.792425,2023-10-26 07:13:14.042002,2023-10-26 09:00:59.195467,Role 2,Ellen,7,6,6,1,"[1.0, 1.0]",1.0,5,"['A_SUBMITTED', 'A_PARTLYSUBMITTED', 'A_PREACCEPTED']",{'AMOUNT': 991},{'bank_branch': 'Eindhoven'}
